I,-0.241442813254,-0.0794257225071,0.13111745452,-0.511373970735,-0.472511490349,-0.457053760553,-0.534039749083,8
M,0.0916725066344,0.22290833847,0.0115632943956,-0.228911320243,-0.332831820392,-0.192457944355,-0.167623601093,8
M,0.632984901453,0.877965470587,0.848442415268,0.962122527319,1.1721039785,0.943479266563,0.644239628767,11
I,-0.699476378101,-0.633704834298,-0.944869986602,-0.943735572933,-1.06952943452,-0.822013507033,-0.85375579978,13
I,-0.616197548128,-0.734482854624,-0.705761666353,-0.834625451623,-0.803687482021,-0.872195472174,-0.749578659666,7
F,1.46577320117,1.38185557222,-0.227545025854,1.48319983563,1.41091115617,1.76463869614,-0.314908523324,12
F,1.42413378619,1.43224458238,0.489779934894,1.64737487797,1.50778576598,1.09402516199,1.4453259131,13
I,-0.782755208073,-0.684093844461,-0.705761666353,-0.946794735212,-0.902814989732,-0.867633475343,-0.961525255072,7
I,-1.15750994295,-1.08720592576,-1.18397830685,-1.06202318108,-0.932102662465,-1.13679128837,-1.11599480766,8
M,0.13331192162,0.0717413079814,0.13111745452,-0.180984444528,-0.431959328103,-0.114903998228,0.0443229943128,12
M,0.799542561397,0.827576460424,0.489779934894,0.420650803813,0.363313631491,0.656073466211,0.331708208423,11
F,1.0910184663,0.827576460424,0.489779934894,0.765316420659,0.838675088925,0.738189409168,0.601131846651,9
M,0.632984901453,0.626020419773,0.489779934894,0.744922005461,0.915273617611,1.13052113663,0.177238655839,10
M,-0.449639888184,-0.381759783484,0.967996575393,-0.650055994082,-0.756376626068,-0.475301747877,-0.548409009789,9
M,0.632984901453,0.525242399447,0.37022577477,-0.332922837753,-0.335084718294,-0.288259877806,0.216754122779,11
F,0.966100221341,1.1299105214,0.848442415268,0.85505184753,0.293473796512,0.719941421845,1.73271112721,12
I,0.00839367666226,-0.0794257225071,-0.227545025854,-0.373711668149,-0.154852886092,-0.511797722525,-0.494524282143,8
